568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712,568742.331631712
568742.331631712,567993.763968839,567271.792058942,566576.379671961,565907.490712317,565265.089217688,564649.139357792,564059.605433189,563496.451874085,562959.643239159,562449.144214391,561964.919611911,561506.934368856,561075.153546236,560669.542327814,560290.066018996,559936.690045739,559609.379953454,559308.101405938,559032.820184306,558783.502185933,558560.113423416,558362.620023538,558190.98822624,558045.184383616,557925.174958903,557830.926525492,557762.405765945,557719.579471018,557702.414538703,557710.877973269,557744.936884322,557804.558485867,557889.710095382,558000.359132906,558136.473120128,558298.019679486,558484.966533285,558697.281502812,558934.932507464,559197.887563885,559486.114785115,559799.58237974,560138.258651056,560502.111996238,560891.110905524,561305.223961396,561744.419837778,562208.66729924,562697.935200205,563212.192484174,563751.408182948,564315.551415862,564904.59138903,565518.49739459,566157.238809965,566820.785097125,567509.105801855,568222.170553041,568959.949061947,569722.411121516,570509.526605661,571321.265468577,572157.597744055,573018.493544797,573903.923061747,574813.856563425,575748.264395259,576707.116978944,577690.384811782,578698.038466051,579730.048588365,580786.385899046,581867.021191505,582971.92533162,584101.069257133,585254.423977041,586431.960570998,587633.650188724,588859.46404942,590109.373441183,591383.349720432,592681.364311342,594003.388705276,595349.394460226,596719.353200265,598113.236614993,599531.016458999,600972.66455132,602438.152774915,603927.453076131,605440.537464187,606977.378010657,608537.946848953,610122.216173827,611730.158240861,613361.745365976,615016.949924938,616695.744352871,618398.101143773
568742.331631712,567247.94437934,565816.817899329,564448.726467737,563143.446536965,561900.756697001,560720.437637425,559602.272110172,558546.044893018,557551.542753782,556618.55441524,555746.87052072,554936.283600371,554186.588038096,553497.580039126,552869.057598235,552300.820468568,551792.670131078,551344.409764562,550955.844216271,550626.779973106,550357.025133353,550146.389378983,549994.683948474,549901.721610175,549867.316636164,549891.284776629,549973.443234728,550113.610641941,550311.607033894,550567.253826646,550880.373793426,551250.791041825,551678.330991415,552162.820351801,552704.087101085,553301.960464749,553956.270894931,554666.8500501,555433.530775112,556256.14708165,557134.534129025,558068.528205352,559057.966709066,560102.6881308,561202.532035594,562357.339045446,563566.950822183,564831.210050661,566149.96042227,567523.046618758,568950.314296347,570431.610070151,571966.781498885,573555.67706985,575198.14618421,576894.039142529,578643.207130584,580445.502205437,582300.777281769,584208.886118455,586169.683305402,588183.024250616,590248.765167513,592366.763062462,594536.875722556,596758.961703608,599032.880318362,601358.491624928,603735.65641542,606164.236204806,608644.093219952,611175.090388885,613757.091330226,616389.960342833,619073.562395625,621807.763117588,624592.428787968,627427.426326635,630312.623284622,633247.887834838,636233.088762945,639268.095458399,642352.777905655,645487.006675525,648670.652916691,651903.588347382,655185.685247176,658516.816448975,661896.855331103,665325.675809559,668803.152330393,672329.159862238,675903.573888952,679526.270402411,683197.125895413,686916.017354724,690682.82225423,694497.418548227,698359.684664818
568742.331631712,567995.774327745,567412.89080716,566993.066773539,566735.686221644,566640.131450488,566705.783077211,566932.020051757,567318.219672296,567863.757601404,568568.007882961,569430.342959746,570450.133691715,571626.749374934,572959.557761154,574447.925077998,576091.216049761,577888.793918767,579840.02046731,581944.25604012,584200.859567362,586609.188588133,589168.599274457,591878.446455739,594738.083643678,597746.863057622,600904.135650329,604209.251134146,607661.558007566,611260.403582161,615005.134009872,618895.094310642,622929.628400367,627108.079119176,631429.788259985,635894.096597363,640500.34391664,645247.869043296,650136.009872571,655164.103399326,660331.485748104,665637.492203405,671081.457240152,676662.714554336,682380.597093828,688234.437089352,694223.566085599,700347.314972481,706605.014016498,712995.992892226,719519.580713911,726175.106067136,732961.897040594,739879.281257913,746926.58590955,754103.13778474,761408.263303485,768841.288548575,776401.539297639,784088.341055206,791901.019084783,799838.898440916,807901.304001265,816087.560498638,824396.992553019,832828.924703556,841382.681440504,850057.587237133,858852.966581571,867768.144008591,876802.444131327,885955.191672922,895225.711498083,904613.328644558,914117.368354518,923737.156105834,933472.017643256,943321.279009471,953284.266576056,963360.307074297,973548.727625888,983848.855773494,994260.019511175,1004781.54731467,1015412.76817154,1026153.01161114,1037001.60773445,1047957.88724374,1059021.18147209,1070190.82241267,1081466.14274796,1092846.47587871,1104331.15595272,1115919.51789347,1127610.89742858,1139404.63111799,1151300.05638204,1163296.51152932,1175393.3357843,1187589.86931476
568742.331631712,574217.261482133,587991.604322528,611017.194595687,644249.290118937,688618.173111569,744994.471097849,814148.658081972,896705.905274451,993098.287049914,1103517.23160711,1227869.91090076,1365743.82744553,1516383.99993095,1678686.72455061,1851212.81761031,2032221.56741373,2219724.51839678,2411555.98108169,2605455.18021684,2799153.57787345,2990460.39059566,3177339.74160782,3357974.14311368,3530810.82749681,3694589.49574303,3848351.98717306,3991435.9334694,4123455.4948481,4244272.7594052,4353963.38553326,4452779.70584529,4541113.93118135,4619463.42507298,4688399.36339393,4748539.51684873,4800525.42916667,4845003.91988767,4882612.60909095,4913969.0247113,4939662.79016951,4960250.38033887,4976251.95945074,4988149.86103667,4996388.32666842,5001374.17958624,5003478.16644169,5003036.75248585,5000354.20122028,4995704.80838969,4989335.19244624,4981466.56982001,4972296.96422385,4962003.3155877,4950743.4668154,4938658.01607915,4925872.02942047,4912496.61352847,4898630.35214878,4884360.61199011,4869764.72552519,4854911.05895301,4839859.97397708,4824664.69209607,4809372.06990529,4794023.29354741,4778654.4999902,4763297.33229059,4747979.43546021,4732724.8990007,4717554.65164228,4702486.81330787,4687537.00884279,4672718.6476012,4658043.17256567,4643520.2822973,4629158.1286674,4614963.49300878,4600941.94304163,4587097.97267449,4573435.12655221,4559956.11101833,4546662.8929762,4533556.78797022,4520638.5386627,4507908.38475236,4495366.12526527,4483011.17404599,4470842.6091859,4458859.21704438,4447059.53144637,4435441.86857611,4424004.35802969,4412744.97043854,4401661.54203139,4390751.79646187,4380013.36419376,4369443.79970421,4359040.59673724,4348801.20181496
568742.331631712,566750.631220253,564810.141857807,562923.760012044,561094.56576525,559325.830971986,557621.027453318,555983.835166169,554418.150275146,552928.093041751,551518.015431983,550192.508328005,548956.408212709,547814.803177572,546773.038084261,545836.718688945,545011.714515389,544304.160238675,543720.455316189,543267.261576475,542951.498450281,542780.335501978,542761.181894374,542901.672396515,543209.6495234,543693.14137995,544360.334770343,545219.543129751,546279.168840303,547547.659508859,549033.45781311,550744.944566887,552690.374717723,554877.806072099,557315.02064835,560009.438685972,562968.025494223,566197.191503221,569702.686086859,573489.48595744,577561.679184049,581922.346156033,586573.439093244,591515.661987737,596748.353137453,602269.372688998,608074.997830564,614159.828452448,620516.706206499,627136.649931745,634008.810357769,641120.446838148,648456.928595175,656001.762570065,663736.649471386,671641.5690062,679694.894577472,687873.536958628,696153.115638503,704508.155699298,712912.30728199,721338.583944866,729759.615567761,738147.910930243,746476.124724266,754717.323570753,762845.245606716,770834.548396136,778661.040285316,786301.890853742,793735.816778273,800943.240199174,807906.417514314,814609.537394529,821038.787671044,827182.391560419,833030.614434024,838575.742983845,843812.039167831,848735.671726282,853344.628343367,857638.611687858,861618.922613351,865288.333742871,868650.956521236,871712.104607491,874478.156216321,876956.417718314,879154.990489584,881082.642675341,882748.687210994,884162.867137709,885335.248964013,886276.124566261,886995.92189139,887505.124527087,887814.20003728,887933.53682371,887873.389165584,887643.830006461
568742.331631712,566904.744197139,565087.702698157,563291.89353102,561518.060847537,559767.009304876,558039.606876944,556336.787715741,554659.555048539,553008.984093906,551386.224976406,549792.505616213,548229.134565953,546697.503762664,545199.091158014,543735.463184614,542308.277010581,540919.2825284,539570.324017528,538263.341413283,537000.371107249,535783.546196921,534615.096094572,533497.34539764,532432.711915289,531423.703738576,530472.915234956,529583.021842063,528756.77353117,527996.986807714,527306.535115463,526688.337512525,526145.345492255,525680.527830534,525296.853353732,524997.271539297,524784.690884087,524661.955004715,524631.81646987,524696.90840693,524859.713974657,525122.5338499,525487.451938994,525956.299592987,526530.618678992,527211.623936259,528000.165123003,528896.689536261,529901.205559035,531013.247953636,532231.845673748,533555.493006654,534982.12487751,536509.097146006,538133.172699127,539850.514089526,541656.683385826,543546.649788584,545514.805424686,547554.989566085,549660.521330056,551824.240712988,554038.557594995,556295.508136063,558586.817774771,560903.969846373,563238.27866691,565580.965791682,567923.238056301,570256.365951508,572571.760871741,574861.049812548,577116.146171894,579329.315431141,581493.234647638,583601.044874885,585646.395830341,587623.482345961,589527.07235409,591352.526372778,593095.808652796,594753.490327152,596322.745058156,597801.337803671,599187.607421444,600480.443898083,601679.261028256,602783.965382144,603794.922387939,604712.920324675,605539.132972548,606275.081607145,606922.596954138,607483.781645671,607960.973641858,608356.711003302,608673.698325385,608914.775074222,609082.885998691,609181.053733847
568742.331631712,566934.82074853,565145.296718419,563374.256367481,561622.243830677,559889.852871726,558177.729265998,556486.573238259,554817.141945175,553170.251990272,551546.781956544,549947.674939119,548373.941057266,546826.659921563,545306.983028215,543816.136048335,542355.420975395,540926.218089124,539529.987688783,538168.271543077,536842.693997952,535554.962677256,534306.868704781,533100.286369619,531937.172150176,530819.563005845,529749.57383922,528729.394026287,527761.282907394,526847.564128252,525990.618718246,525192.876793201,524456.807771908,523784.909000729,523179.692688835,522643.67106868,522179.339712647,521789.158957909,521475.533417826,521240.789590033,521087.151608876,521016.715233246,521031.420209736,521133.021205221,521323.057561537,521602.822186975,521973.329963278,522435.286111069,522989.055018799,523634.63009806,524371.605278464,525199.148795393,526115.979950608,527120.349535947,528210.024601472,529382.27821896,530633.884838064,531961.121754873,533359.777111108,534825.164718311,536352.145857433,537935.158044191,539568.250579255,541245.126525652,542959.190580411,544703.60214037,546471.332710339,548255.226672053,550048.064330394,551842.626084027,553631.756533862,555408.427346472,557165.797730185,558897.271457324,560596.549473202,562257.677265943,563875.086325189,565443.629185188,566958.607721993,568415.794548391,569811.447517604,571142.317501952,572405.649751209,573599.179253682,574721.120619069,575770.153074785,576745.401216744,577646.412182589,578473.12992182,579225.867225536,579905.276151269,580512.317438693,581048.229462614,581514.497213618,581912.821736626,582245.090395755,582513.348272342,582719.770943443,582866.638831866,582956.31326678
568742.331631712,566950.664439956,565176.027519254,563418.845271016,561679.585431821,559958.761226633,558256.933584336,556574.71340855,554912.763894895,553271.802883861,551652.605236195,550056.005215145,548482.898857078,546934.246308784,545411.074106332,543914.477366439,542445.621857137,541005.745909945,539596.162130864,538218.258862198,536873.501341724,535563.432499831,534289.673329281,533053.922756061,531857.956933638,530703.627876928,529592.861346502,528527.653888339,527510.068929913,526542.231829909,525626.323776706,524764.574430312,523959.253204074,523212.659086686,522527.108912154,521904.923996063,521348.415071018,520859.865473141,520441.512555218,520095.527330973,519823.992389126,519628.878155449,519512.017625887,519475.079743479,519519.54164578,519646.660066769,519857.442236384,520152.616680531,520532.604382301,520997.490819189,521546.999438573,522180.467171867,522896.822613736,523694.56750372,524571.762141027,525526.015336834,526554.479460665,527653.851067435,528820.377499643,530049.869746103,531337.72170697,532678.935867816,534068.155227937,535499.701165109,536967.616756918,538465.714923999,539987.630619522,541526.876168344,543076.898763746,544631.139064091,546183.089799024,547726.353296579,549254.696878532,550762.105139756,552242.828224999,553691.42533866,555102.802864421,556472.246625596,557795.447977498,559068.523583498,560288.028880989,561450.965386833,562554.782119994,563597.371528539,564577.060397163,565492.596278702,566343.130038866,567128.195128571,567847.68420427,568501.823705932,569091.146977166,569616.466475175,570078.845572572,570479.570401165,570820.122132073,571102.150029302,571327.445556848,571497.917764312,571615.570123919,571682.478943787
568742.331631712,567044.202497464,565355.92705558,563677.707086549,562009.809700942,560352.574294848,558706.420089952,557071.854270247,555449.48071688,553840.009328887,552244.265899572,550663.202495582,549097.908257161,547549.620503006,546019.735980505,544509.822051164,543021.627540885,541557.092915114,540118.359359392,538707.776257221,537327.906460541,535981.528646005,534671.6359464,533401.429946725,532174.309046236,530993.85012146,529863.78239335,528787.952419695,527770.27921871,526814.698699923,525925.096852066,525105.231530269,524358.643206739,523688.555701532,523097.768681645,522588.544579612,522162.493489853,521820.460484662,521562.42056557,521387.38703,521293.339283814,521277.17597237,521334.698666099,521460.630192062,521648.67007601,521891.587537575,522181.350212728,522509.284459403,522866.260957804,523242.897567157,523629.77023191,524017.622266583,524397.562632144,524761.244803631,525101.019395792,525410.055679599,525682.429277066,525913.175454346,526098.309360665,526234.816146399,526320.615056748,526354.50231245,526336.077879047,526265.661149386,526144.200200497,525973.178723049,525754.524043816,525490.518942436,525183.719261311,524836.878663469,524452.88133336,524034.682952154,523585.259914035,523107.566477365,522604.499354221,522078.869120639,521533.377764859,520970.601668806,520392.979327852,519802.803145618,519202.21468642,518593.20282182,517977.604264891,517357.106043174,516733.249516508,516107.435597697,515480.930881554,514854.874430883,514230.285006463,513608.068562224,512989.025856836,512373.860059266,511763.184248754,511157.528729591,510557.348098262,509963.028015344,509374.891647213,508793.205753456,508218.186404989,507650.00432559
